Owner,Team,League,Recipient,Amount,Election Year,Party,Desempenho
John Rogers,CHICAGO SKY,WNBA,MIKE THOMPSON FOR CONGRESS,"$1,500 ",2020,Democrat,0.545
John Rogers,CHICAGO SKY,WNBA,STEPHANIE MURPHY FOR CONGRESS,"$1,500 ",2020,Democrat,0.545
John Rogers,CHICAGO SKY,WNBA,BARON HILL FOR INDIANA,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,BEATTY FOR CONGRESS,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,BOB CASEY FOR SENATE INC,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,DR. RAUL RUIZ FOR CONGRESS,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,HEIDI FOR SENATE,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,HIMES FOR CONGRESS,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,JOHN LEWIS FOR CONGRESS,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,KAINE FOR VIRGINIA,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,KYRSTEN SINEMA FOR CONGRESS,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,MONTANANS FOR TESTER,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,QUIGLEY FOR CONGRESS,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,RO FOR CONGRESS INC.,"$1,000 ",2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,ARIZONA NEVADA VICTORY FUND,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,CASTEN FOR CONGRESS,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,CHRIS COONS FOR DELAWARE,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,COLIN ALLRED FOR CONGRESS,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,FRIENDS OF CHERI BUSTOS,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,FRIENDS OF RD,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,GILLIBRAND FOR SENATE,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,KLOBUCHAR FOR MINNESOTA,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,MAURA SULLIVAN FOR CONGRESS,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,RICHARD E NEAL FOR CONGRESS COMMITTEE,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,RO FOR CONGRESS INC,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,SCHAKOWSKY FOR CONGRESS,"$1,000 ",2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,FRIENDS OF RD,"$1,000 ",2020,Democrat,0.545
John Rogers,CHICAGO SKY,WNBA,HALEY STEVENS FOR CONGRESS,"$1,000 ",2020,Democrat,0.545
John Rogers,CHICAGO SKY,WNBA,MIKE JOHNSTON FOR US SENATE,"$1,000 ",2020,Democrat,0.545
John Rogers,CHICAGO SKY,WNBA,SCHIFF FOR CONGRESS,"$1,000 ",2020,Democrat,0.545
John Rogers,CHICAGO SKY,WNBA,BLUMENTHAL FOR CONNECTICUT,$500 ,2016,Democrat,
John Rogers,CHICAGO SKY,WNBA,COMMITTEE TO ELECT CHRIS MURPHY,$500 ,2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,ERIK JONES FOR CONGRESS,$500 ,2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,FRIENDS OF SHERROD BROWN,$500 ,2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,JOSH GOTTHEIMER FOR CONGRESS,$500 ,2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,MOULTON LEADERSHIP FUND,$500 ,2018,Democrat,0.382
John Rogers,CHICAGO SKY,WNBA,Sam Jammal for Congress,$500 ,2018,Democrat,0.382
John Sherman,KANSAS CITY ROYALS,MLB,Office of the Commissioner of Major League Baseball Political Action Committee,"$5,000 ",2020,Bipartisan,
John Stanton,SEATTLE MARINERS,MLB,Office of the Commissioner of Major League Baseball PAC,"$10,000 ",2018,Bipartisan,0.549
John Stanton,SEATTLE MARINERS,MLB,Office of the Commissioner of Major League Baseball PAC,"$5,000 ",2020,Bipartisan,
John Stanton,SEATTLE MARINERS,MLB,Hatch Election Committee Inc.,"$2,700 ",2018,Republican,0.549
John Stanton,SEATTLE MARINERS,MLB,Adam Smith for Congress Committee,"$2,700 ",2018,Democrat,0.549
John Stanton,SEATTLE MARINERS,MLB,Texans for Senator John Cornyn Inc.,"$2,000 ",2018,Republican,0.549
John Stanton,SEATTLE MARINERS,MLB,Texans for Senator John Cornyn Inc.,"$1,000 ",2020,Republican,
John Stanton,SEATTLE MARINERS,MLB,Friends of Mark Warner,"$1,000 ",2020,Democrat,
John W. Henry,BOSTON RED SOX ROUSH FENWAY RACING,"MLB, NASCAR",Dodson for Senate - Wyoming First,"$2,700 ",2018,Republican,
John York,SAN FRANCISCO ERS,NFL,TIM RYAN FOR CONGRESS,"$5,600 ",2020,Democrat,
John York,SAN FRANCISCO ERS,NFL,TIM RYAN FOR CONGRESS,"$5,000 ",2016,Democrat,
John York,SAN FRANCISCO ERS,NFL,TIM RYAN FOR AMERICA,"$2,700 ",2020,Democrat,
John York,SAN FRANCISCO ERS,NFL,HILLARY FOR AMERICA,$950 ,2016,Democrat,
Jon Ledecky,NEW YORK ISLANDERS,NHL,NUTMEG PAC,"$5,000 ",2016,Democrat,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",CONGRESSIONAL LEADERSHIP FUND,"$150,000 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",BAYH VICTORY FUND,"$12,700 ",2016,Democrat,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",MAJORITY RISING,"$11,200 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",CORNYN MAJORITY COMMITTEE,"$10,400 ",2018,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",WINRED,"$8,400 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",ALASKANS FOR DAN SULLIVAN,"$5,600 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",CORY GARDNER FOR SENATE,"$5,600 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",FRIENDS OF JOHN BARRASSO,"$5,600 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",FRIENDS OF PAT TOOMEY,"$5,600 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",JIM RISCH FOR U.S. SENATE COMMITTEE,"$5,600 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL","TEAM GRAHAM, INC.","$5,600 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",TEAM HAGERTY,"$5,600 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",DONALD NORCROSS FOR CONGRESS,"$5,500 ",2020,Democrat,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",GRASSLEY COMMITTEE INC,"$5,400 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",KIRK FOR SENATE,"$5,400 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",SHELBY FOR U S SENATE,"$5,400 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",HELLER FOR SENATE,"$5,400 ",2018,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",JEFF FLAKE FOR US SENATE INC,"$5,400 ",2018,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",ROYCE CAMPAIGN COMMITTEE,"$5,400 ",2018,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",DONALD NORCROSS FOR CONGRESS,"$5,400 ",2018,Democrat,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",FRIENDS OF PAT TOOMEY,"$5,000 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",HATCH VICTORY COMMITTEE,"$5,000 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",ERNST VICTORY,"$3,500 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",COTTON VICTORY,"$2,800 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",FRIENDS OF JIM INHOFE,"$2,800 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",FRIENDS OF SESSIONS SENATE COMMITTEE INC,"$2,800 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",THOM TILLIS NC VICTORY COMMITTEE 2020,"$2,800 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",PRO-ISRAEL AMERICA PAC,"$2,800 ",2020,"Bipartisan, but mostly Democratic",
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",CHRIS COONS FOR DELAWARE,"$2,750 ",2020,Democrat,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",FRIENDS OF JOHN BARRASSO,"$2,700 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",FRIENDS OF JOHN MCCAIN INC,"$2,700 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",FRIENDS OF JOHN THUNE,"$2,700 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",HOEVEN FOR SENATE,"$2,700 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",MIKE CRAPO FOR US SENATE,"$2,700 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",PORTMAN FOR SENATE COMMITTEE,"$2,700 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",TIM SCOTT FOR SENATE,"$2,700 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",BENNET FOR COLORADO,"$2,700 ",2016,Democrat,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",DONALD NORCROSS FOR CONGRESS,"$2,700 ",2016,Democrat,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",BRADY FOR CONGRESS,"$2,700 ",2018,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL","FRIENDS OF DENVER RIGGLEMAN, INC.","$2,700 ",2018,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE,"$2,700 ",2018,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",ROSKAM FOR CONGRESS COMMITTEE,"$2,700 ",2018,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",STRANGE FOR SENATE,"$2,700 ",2018,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",FRIENDS OF MIKE LEE INC,"$2,500 ",2016,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",KAY GRANGER CAMPAIGN FUND,"$2,500 ",2020,Republican,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",JOSH GOTTHEIMER FOR CONGRESS,"$2,500 ",2020,Democrat,
Josh Harris,PHILADELPHIA ERS NEW JERSEY DEVILS,"NBA, NHL",DEVIN NUNES CAMPAIGN COMMITTEE,"$1,000 ",2018,Republican,
Kelly Loeffler,ATLANTA DREAM,WNBA,TRUMP VICTORY,"$290,300 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,TEAM RYAN,"$247,700 ",2018,Republican,0.676
Kelly Loeffler,ATLANTA DREAM,WNBA,REPUBLICAN NATIONAL COMMITTEE,"$175,000 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,REPUBLICAN NATIONAL COMMITTEE,"$25,000 ",2016,Republican,
Kelly Loeffler,ATLANTA DREAM,WNBA,REPUBLICAN NATIONAL COMMITTEE,"$25,000 ",2018,Republican,0.676
Kelly Loeffler,ATLANTA DREAM,WNBA,ONE GEORGIA PAC,"$10,000 ",2018,Republican,0.676
Kelly Loeffler,ATLANTA DREAM,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,"$10,000 ",2018,"Bipartisan, but mostly Republican",0.676
Kelly Loeffler,ATLANTA DREAM,WNBA,GEORGIANS FOR ISAKSON,"$5,600 ",2016,Republican,
Kelly Loeffler,ATLANTA DREAM,WNBA,PERDUE FOR SENATE,"$5,600 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,WINRED,"$5,600 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,MORAN FOR KANSAS,"$5,400 ",2016,Republican,
Kelly Loeffler,ATLANTA DREAM,WNBA,PERDUE FOR SENATE,"$5,400 ",2018,Republican,0.676
Kelly Loeffler,ATLANTA DREAM,WNBA,21ST CENTURY MAJORITY FUND,"$5,000 ",2016,Republican,
Kelly Loeffler,ATLANTA DREAM,WNBA,AUSTIN SCOTT FOR CONGRESS INC,"$5,000 ",2016,Republican,
Kelly Loeffler,ATLANTA DREAM,WNBA,PERDUE VICTORY INC,"$5,000 ",2016,Republican,
Kelly Loeffler,ATLANTA DREAM,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,"$5,000 ",2016,"Bipartisan, but mostly Republican",
Kelly Loeffler,ATLANTA DREAM,WNBA,GOP WINNING WOMEN,"$5,000 ",2018,Republican,0.676
Kelly Loeffler,ATLANTA DREAM,WNBA,ONE GEORGIA PAC,"$5,000 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,"$5,000 ",2020,"Bipartisan, but mostly Republican",0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,ALASKANS FOR DAN SULLIVAN,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,"BEN SASSE FOR U.S. SENATE, INC.","$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,BILL CASSIDY FOR US SENATE,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,CAPITO FOR WEST VIRGINIA,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,COLLINS FOR SENATOR,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,CORY GARDNER FOR SENATE,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,HOMRICH FOR CONGRESS,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,"JOHN JAMES FOR SENATE, INC.","$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,JONI FOR IOWA,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,MCSALLY FOR SENATE INC,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,ROUNDS FOR SENATE,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,STEVE DAINES FOR MONTANA,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,"TEAM GRAHAM, INC.","$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,TEAM HAGERTY,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,TEXANS FOR SENATOR JOHN CORNYN INC.,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,THOM TILLIS COMMITTEE,"$2,800 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,FRIENDS OF PAT TOOMEY,"$2,000 ",2016,Republican,
Kelly Loeffler,ATLANTA DREAM,WNBA,"STANTON-KING FOR CONGRESS, INC.","$2,000 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,GEORGIA REPUBLICAN PARTY INC.,"$1,000 ",2020,Republican,0.318
Kelly Loeffler,ATLANTA DREAM,WNBA,TEAM RYAN,$750 ,2016,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CONSERVATIVE SOLUTIONS PAC,"$700,000 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TAKE BACK THE HOUSE 2020,"$65,300 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,NRCC,"$50,500 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DEFEND THE SENATE,"$39,200 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GARDNER VICTORY COMMITTEE,"$35,500 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,NRSC,"$33,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,BETTER FUTURE MI FUND,"$25,000 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,AMERICANS UNITED FOR FREEDOM,"$21,600 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GRAHAM VICTORY 2020,"$15,000 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF WINNING WOMEN 2016,"$10,800 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,RUBIO VICTORY COMMITTEE,"$10,200 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TED CRUZ VICTORY COMMITTEE,"$10,100 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GOP WINNING WOMEN,"$8,400 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ARIZONA REPUBLICAN PARTY,"$7,000 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ANTHONY GONZALEZ FOR CONGRESS,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ASHLEY HINSON FOR CONGRESS,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,BILL CASSIDY FOR US SENATE,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CLAUDIA TENNEY FOR CONGRESS,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CORY GARDNER FOR SENATE,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"COTTON FOR SENATE, INC.","$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DEBBIE LESKO FOR CONGRESS,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FISCHBACH FOR CONGRESS,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GREG PENCE VICTORY,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"HANDEL FOR CONGRESS, INC.","$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,HUNT FOR CONGRESS,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,LIZ CHENEY FOR WYOMING,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MARTHA ROBY FOR CONGRESS,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MCCONNELL VICTORY COMMITTEE,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MCHENRY FOR CONGRESS,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MIKE GALLAGHER FOR WISCONSIN,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,SALAZAR FOR CONGRESS,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,WINRED,"$5,600 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CRUZ FOR PRESIDENT,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF JOE HECK,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF JOHN BARRASSO,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF KELLY AYOTTE INC,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF MIA LOVE,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF MIKE LEE INC,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,FRIENDS OF ROY BLUNT,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"FRIENDS OF TODD YOUNG, INC.","$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MARCO RUBIO FOR SENATE 2016,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,RON JOHNSON FOR SENATE INC,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TED CRUZ FOR SENATE,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TIM SCOTT FOR SENATE,"$5,400 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CARLOS CURBELO CONGRESS,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CAROL FOR CONGRESS,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CITIZENS FOR JOSH MANDEL INC,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,COFFMAN FOR CONGRESS 2018,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,COMSTOCK FOR CONGRESS,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,CRAMER FOR SENATE,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DEB FISCHER FOR US SENATE,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DEBBIE LESKO FOR CONGRESS,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ELISE FOR CONGRESS,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,JOSH HAWLEY FOR SENATE,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MARSHA FOR SENATE,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MATT ROSENDALE FOR MONTANA,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MCSALLY FOR CONGRESS,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MORRISEY FOR SENATE INC,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,RICK SCOTT FOR FLORIDA,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,STEVE FERRARA FOR CONGRESS,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,STEVE SMITH FOR CONGRESS,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,WENDYROGERS.ORG,"$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"YODER FOR CONGRESS, INC","$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"YODER FOR CONGRESS, INC","$5,400 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"WINNING FOR WOMEN, INC. PAC","$5,000 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,DELIVER. EXCEL. BELIEVE. PAC,"$5,000 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,"$5,000 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,"WINNING FOR WOMEN, INC. PAC","$5,000 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,"$2,800 ",2020,Republican,
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,GRASSLEY COMMITTEE INC,"$2,700 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,RON DESANTIS FOR FLORIDA,"$2,700 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,SENATE CONSERVATIVES FUND,"$2,700 ",2016,Republican,0.426
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ANTHONY GONZALEZ FOR CONGRESS,"$2,700 ",2018,Republican,0.506
Ken Kendrick,ARIZONA DIAMONDBACKS,MLB,ANTONY GHEE FOR CONGRESS INC,"$2,700 ",2018,Republican,0.506
